Operation,Rows,Speed
Insert,1000,62.938 ms
Insert,1000,50.065 ms
Insert,1000,110.163 ms
Insert,1000,101.913 ms
Insert,1000,109.904 ms
Insert,1000,110.836 ms
Insert,1000,102.145 ms
Insert,1000,102.022 ms
Insert,1000,102.369 ms
Insert,1000,101.481 ms
